"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","LMA","HMA","Isoage","Met","Age references","Age","B","N","P","R%","D","I","alfa95","k","s","S","lambda","Theta","Plat","Plon","dp","dm","A95","1","2","3","4","5","6","AV","Authors","Title","Journal","Year","Vol","Pages","Comments","Recalculation","DOI"
"2263","i","Nipissing diabase (comb.)","CA","CA","Superior-east","48.0","280.0","1800","1900","","a","APWP","1850","1","81*","M","?","272.0","73.0","22.0","10.2","25.4","42.9","58.6","31.4","40.0","240.0","35.0","39.3","37.1","0","0","1","1","1","1","4","Roy, J.L., Lapointe, P.L.","The paleomagnetism of Huronian red beds and Nipissing diabase; post-Huronian igneous events and apparent polar wander path for the interval -2300 to -1500 for Laurentia","Can. J. Earth Sci.","1976","13","749-773","Combined GPMDB entries 2267, 2483, 2620, 2804, 3464 and 3491.","0","https://doi.org/10.1139/e76-079"
"5519","s","Jatulian sandstones and quartzites","RU","","Karelia","64.0","34.0","1800","1900","1986-2420","a, d","APWP, GPMDB 4.6","1850","1","10*","N","0","344.0","52.0","16.0","11.0","24.4","28.6","32.6","57.4","57.0","239.0","15.0","21.9","18.1","0","0","0","0","1","0","1","Ignatyeva, T.S.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","","0",""
"11117","m","Sudbury SIC type","CA","A","Laurentia-Superior","46.6","278.8","1800","1900","1850 ± 1","a, g","APWP, Krogh et al. (1984)","1850","4","26","N","0","199.4","78.8","","","","","68.4","21.6","25.9","271.0","","","","1","1","1","0","0","0","3","Szabo, E., Halls, H.C.","Deformation of the Sudbury Structure: Paleomagnetic evidence from the Sudbury breccia","Prec. Res.","2006","150","27-48","Probably Sudbury SIC type.","0","https://doi.org/10.1016/j.precamres.2006.07.010"
"5881","i","Sudbury irruptive, micropegmatite","CA","3","Laurentia-Superior","46.6","278.6","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","16","54","N","0","303.8","61.2","","","","","42.3","47.7","50.5","203.5","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"13347","i","Sudbury dike and quartz-diorite","CA","SIC, 6*","Laurentia-Superior","45.7","281.0","1800","1900","","a","APWP","1850","10","?","N","0","32.0","65.0","4.0","119.0","7.4","10.9","47","43","68.0","356.0","5.2","6.5","5.8","0","1","1","0","0","0","2","Morris, W.A.","Paleomagnetic Constraints on the Magmatic, Tectonic, and Metamorphic Evolution of the Sudbury Basin Region","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427","Tilt corrected. The area is very complex both structurally and tectonically.","0",""
"5886","i","Sudbury irruptive, micropegmatite","CA","8","Laurentia-Superior","46.7","280.2","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","16","42","N","0","50.0","78.5","","","","","67.9","22.1","57.2","312.4","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"13346","i","Sudbury late granophyre","CA","SIC, 8*","Laurentia-Superior","47.2","279.2","1800","1900","","a","APWP","1850","9","?","N","0","277.0","73.0","5.0","99.0","8.1","13.8","58.6","31.4","42.0","235.0","8.0","8.9","8.4","0","1","1","0","0","0","2","Morris, W.A.","Paleomagnetic Constraints on the Magmatic, Tectonic, and Metamorphic Evolution of the Sudbury Basin Region","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427","Tilt corrected. The area is very complex both structurally and tectonically.","0",""
"10914","i","Traverse through Sudbury breccia","CA","B (TM)","Laurentia-Superior","46.9","278.4","1750","1950","1850 ± 1","a, g","Krogh et al. (1984)","1850","5","26","N","0","200.9","84.3","14.1","19.7","18.2","35.7","78.7","11.3","36.2","273.4","27.4","27.8","27.6","0","0","1","0","1","0","2","Halls, H.C.","A 100 km-long paleomagnetic traverse radial to the Sudbury Structure, Canada and its bearing on Proterozoic deformation and metamorphism of the surrounding basement","Tectonophys.","2009","474","493-506","Pole and its statistics calculated from published direction, and mean location from Table 1.","1","https://doi.org/10.1016/j.tecto.2009.04.026"
"2423","i","Diabase dykes intruding Sokoman iron formation","CA","","Superior-east","55.1","293.0","1800","1900","","corr.","GPMDB 4.6","1850","?","19","N","0","187.0","74.0","18.0","26.5","15.7","27","60.2","29.8","25.4","289.2","29.3","32.5","30.9","0","0","1","0","1","0","2","Seguin, M.K.","Are Precambrian iron formations suitable for paleomagnetic studies?","Ann. Geophys.","1976","32","327-334","Age similar to that of 2422.","0",""
"11283","i","Sudbury irruptive, micropegmatite","CA","5","Laurentia-Superior","46.6","278.7","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","1","2","N","0","331.4","79.5","","","","","69.7","20.3","63.0","257.2","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"6670","i","Chipman Lake diorite stock","CA","B","Superior-west","49.9","273.7","1800","1900","","m corr.","Symons (1992)","1850","2","11*","N","0","182.0","68.0","19.9","6.7","31.3","48.5","51.1","38.9","11.0","272.6","28.0","33.4","30.6","0","0","1","0","0","0","1","Symons, D.T.A.","Paleomagnetism of the Keweenawan Chipman Lake and Seabrook Lake carbonatite complexes, Ontario","Can. J. Earth Sci.","1992","29","1215-1223","Postdates Chipman A, age of 1850 Ma suggested.","0","https://doi.org/10.1139/e92-097"
"5517","i","N. Karelia Jatulian sediments and dykes","RU","1","Karelia","64.5","34.0","1800","1900","1986-2420","a, d","APWP, GPMDB 4.6","1850","1","11*","N","0","359.0","58.0","7.0","44.0","12.2","15.8","38.7","51.3","65.0","217.0","7.6","10.3","8.8","0","0","0","0","1","0","1","Ignatyeva, T.S.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","","0",""
"5507","i","Kola gabbro-norites","RU","","Kola","67.5","35.5","1820","1880","1610-1870","a, d","McElhinny and Cowley (1978)","1850","12","12","N","0","354.0","32.0","14.0","8.0","28.6","26.2","17.4","72.6","40.0","223.0","8.9","15.8","11.9","0","0","0","0","1","0","1","Katseblin, P.L.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 5","Soviet Geophysical Committee: World Data Center-B (Moscow)","1982","","Catalogue","","0",""
"74121","i","Voche-Lambina doleritic dyke, B2 -N","RU","B2","Kola","67.7","32.5","1776","1924","","a","APWP","1850","5","15","N","0","337.4","36.5","11.9","14.3","21.4","20.5","20.3","69.7","40.5","240.8","8.1","13.9","10.6","0","0","1","0","1","1","3","Fedotova, M.A., Khramov, A.N., Pisakin, B.N., Priyatkin, A.A.","Early Proterozoic palaeomagnetism: new results from the intrusives and related rocks of the Karelian, Bolomorian and Kola provinces, eastern Fennoscandian Shield","Geophys. J. Int.","1999","137","691-712","Svecofennian-type magnetization, thus overprint.","0","https://doi.org/10.1046/j.1365-246x.1999.00817.x"
"2266","s","Firstbrook member, Gowganda formation","CA","","Superior-east","47.4","280.3","1800","1900","2288 ± 87","a, e/f","Roy and Lapointe (1976)","1850","8","56","N","0","337.0","52.0","7.9","49.0","11.6","13.6","32.6","57.4","67.0","158.0","7.8","11.2","9.3","0","1","1","0","1","0","3","Roy, J.L., Lapointe, P.L.","The paleomagnetism of Huronian red beds and Nipissing diabase; post-Huronian igneous events and apparent polar wander path for the interval -2300 to -1500 for Laurentia","Can. J. Earth Sci.","1976","13","749-773","","0","https://doi.org/10.1139/e76-079"
"2230","i","Sudbury irruptive, norite","CA","1","Laurentia-Superior","46.5","278.5","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","5","10","N","0","257.8","61.4","","","","","42.5","47.5","22.0","227.3","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"3578","i","Sudbury irruptive","CA","S. Range","Laurentia-Superior","46.5","278.9","1849","1850","1200-1800","e/f, d","Krogh et al. (1984)","1850","26","39","N","0","173.0","64.0","4.0","34.0","13.9","20","45.7","44.3","3.0","284.0","5.0","6.0","5.5","1","1","0","0","0","0","2","Sopher, S.R.","Palaeomagnetic study of the Sudbury Eruptive","Geol. Surv. Can. Bull.","1963","90","34pp.","Age information from pers. comm. with D.W. Davis.","0",""
"13344","i","Sudbury early granophyre","CA","SIC, 2*","Laurentia-Superior","46.0","279.0","1845","1855","1850 ± 1","g","Krogh et al. (1984)","1850","9","?","N","0","276.0","72.0","6.0","79.0","9.1","15.1","57","33","40.0","234.0","9.3","10.6","9.9","1","1","1","0","0","0","3","Morris, W.A.","Paleomagnetic Constraints on the Magmatic, Tectonic, and Metamorphic Evolution of the Sudbury Basin Region","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427","Tilt corrected. The area is very complex both structurally and tectonically.","0",""
"5884","i","Sudbury irruptive, norite","CA","6","Laurentia-Superior","46.7","279.0","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","3","6","N","0","22.0","86.0","","","","","82","8","54.0","284.1","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"5889","i","Sudbury irruptive","CA","S9","Laurentia-Superior","46.4","278.8","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","10","24","N","0","176.5","64.3","","","","","46.1","43.9","2.5","281.2","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"8462","i","Karelian dykes & basement, overprint","RU","A","Karelia","66.0","30.7","1800","1900","2446 ± 5, 2349, 2421, 2422, 2476","a, g, h","Vuollo et al. (1995)","1850","23","116","N","0","349.1","48.2","2.5","148.0","6.7","7.4","29.2","60.8","52.6","226.6","2.1","3.3","2.6","0","1","1","0","1","0","3","Mertanen, S., Halls, H.C., Vuollo, J.I., Pesonen, L.J., Stepanov, V.S.","Paleomagnetism of 2.44 Ga mafic dykes in Russian Karelia, eastern Fennoscandian Shield - implications for continental reconstructions","Prec. Res.","1999","98","197-221","Svecofennian overprint.","0","https://doi.org/10.1016/S0301-9268(99)00050-9"
"1741","i","Mistassini dyke swarm","CA","","Superior-east","51.5","286.5","1800","1900","","a","APWP","1850","11","25","M","18","250.0","88.0","5.5","29.0","15","30","86","4","50.0","280.0","11.0","11.0","11","0","1","0","0","1","1","3","Fahrig, W.F., Christie, K.W., Chown, E.H., Janes, D., Machado, N.","The tectonic significance of some basic dyke swarms in the Canadian Superior Province with special reference to the geochemistry and paleomagnetism of the Mistassini swarm, Quebec, Canada","Can. J. Earth Sci.","1986","23","238-253","Not likely to be primary","0","https://doi.org/10.1139/e86-026"
"10411","i","Nordingrå Örnsköldsvik dykes -N","SE","","Baltica-Rest","62.9","18.2","1800","1900","1850 ± 130","a, e","APWP, Fridh (1979)","1850","4","4","N","0","345.8","63.4","6.8","30.0","14.8","21.1","45","45","70.7","230.1","21.6","27.3","24.3","0","0","0","0","1","1","2","Fridh, B.","Paleomagnetisk undersökning av diabasgångar i Västernorrlands län","MSc thesis, Chalmers Tech. Univ. - Gothenburg Univ., Sweden","1979","B 129","61pp.","Recalculation, originally reported location pointed to the sea.","0",""
"5554","m","Datong-Huai'an metamorphics","CN","A2","North China","40.5","113.5","1750","1950","","a","APWP","1850","6","37","N","0","28.1","-19.5","10.3","43.4","12.3","10.2","10","100","33.4","259.7","5.6","10.7","7.7","0","1","1","1","0","0","3","Zhang, J.S., Piper, J.D.A.","Magnetic fabric and post-orogenic uplift and cooling magnetisations in a Precambrian granulite terrain: the Datong-Huai'an region of the North China Shield","Tectonophys.","1994","234","227-246","Division to A1-A4 based on APWP. Should be older than Taihang dykes.","0","https://doi.org/10.1016/0040-1951(94)90213-5"
"3204","s","Gowganda formation","CA","","Superior-east","46.5","277.2","1800","1900","","a","APWP","1850","16","58","N","0","326.0","75.0","6.0","11.0","24.4","42.7","61.8","28.2","65.4","237.8","10.0","11.0","10.5","0","1","0","0","1","0","2","Symons, D.T.A.","Huronian glaciation and polar wander from the Gowganda Formation, Ontario","Geology","1975","3","303-306","See result 1664 for magnetic age.","0","https://doi.org/10.1130/0091-7613(1975)3<303:HGAPWF>2.0.CO;2"
"5520","i","Central Karelia sediments and dykes","RU","","Karelia","63.5","33.5","1800","1900","1986-2420","a, d","APWP, GPMDB 4.6","1850","","24","N","0","345.0","42.0","6.0","26.0","15.9","16.2","24.2","65.8","49.0","235.0","4.5","7.4","5.8","0","0","0","0","1","0","1","Ignatyeva, T.S.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","","0",""
"8361","i","Reynard Lake pluton","CA","","Transhudson","54.7","258.0","1848","1854","1851 ± 3","g","GPMDB 4.6","1851","18","90","N","0","194.2","82.2","4.8","52.0","11.2","21.6","74.7","15.3","39.7","253.2","9.2","9.4","9.3","1","1","1","1","0","0","4","Symons, D.T.A.","Paleomagnetism of the 1851 Ma Reynard Lake Pluton, Flin Flon Domain, Trans-Hudson Orogen: geotectonic implications","Saskatchewan Geol. Surv. Misc. Rpt., 95-4","1995","","137-144","","0",""
"10388","s","Okun formation","RU","N","Siberia-Akitkan","57.0","101.8","1802","1902","","a","APWP","1852","1","17*","N","0","358.6","-8.1","9.6","14.7","21.1","16.9","4.1","94.1","-28.5","111.6","4.9","9.7","6.9","0","0","1","1","1","0","3","Didenko, A.N., Kozakov, I.K., Dvorova, A.V.","Paleomagnetism of granites from the Angara-Kan basement inlier, Siberian craton","Russ. Geol. Geophy.","2009","50","57-62","Originally published in a Russian-language conference publication (Vodovozov et al. 2007).","0","https://doi.org/10.1016/j.rgg.2008.04.008"
"2646","i","Spanish River complex","CA","","Superior-east","46.5","278.4","1750","1956","1853 ± 103, 1400, 1800","e/f, d","GPMDB 4.6","1853","8","21","R","100","234.0","83.0","13.0","7.0","30.6","59.3","76.2","13.8","37.0","264.0","24.0","25.0","24.5","0","0","0","0","0","0","0","Robertson, W.A., Watkinson, D.H.","Paleomagnetism of the Spanish River Alkalic Rock-Carbonatite Complex, Twps.107 and 108, Ontario","Can. J. Earth Sci.","1974","11","795-800","","0","https://doi.org/10.1139/e74-079"
"2672","s","Cameron Bay group","CA","","Slave","66.5","242.2","1840","1865","1852.5 ± 12.5, 1770 ± 30","g, e/f","Gandhi et al. (2001)","1853","1","3*","N","0","165.0","41.0","25.2","25.0","16.2","16.3","23.5","66.5","1.0","256.0","30.6","18.6","23.9","1","0","0","0","1","0","2","Irving, E., Donaldson, J.A., Park, J.K.","Paleomagnetism of the Western Channel Diabase and associated rocks, Northwest Territories","Can. J. Earth Sci.","1972","9","960-971","","0","https://doi.org/10.1139/e72-080"
"6448","i","Wathaman batholith","CA","A","Transhudson","57.0","256.2","1843","1865","1854 ± 11","g","Symons (1991)","1854","19","156","N","0","134.6","54.1","3.5","93.6","8.4","10.1","34.6","55.4","9.3","292.6","3.4","4.9","4.1","1","1","1","1","0","0","4","Symons, D.T.A.","Paleomagnetism of the Proterozoic Wathaman batholith and the suturing of the Trans-Hudson orogen in Saskatchewan","Can. J. Earth Sci.","1991","28","1931-1938","","0","https://doi.org/10.1139/e91-174"
"8367","i","Macoun Lake granodiorite","CA","","Transhudson","56.5","256.4","1844","1864","1854 ± 10","g","GPMDB 4.6","1854","17","85","N","0","109.5","77.8","8.1","20.0","18.1","33","66.6","23.4","43.9","287.7","14.3","15.2","14.7","1","1","1","0","0","0","3","Symons, D.T.A., Lohnes, C.A., Lewchuk, M.T.","Geotectonic constraints from paleomagnetism of the Macoun Lake Granodiorite, Lynn Lake-La Longe Domain, Trans-Hudson Orogen (Parts of NTS 64D-5 and -12)","Saskatchewan Geol. Surv. Misc. Rpt., 94-4","1994","","123-131","","0",""
"2428","i","Murdoch metavolcanics and intrusions","CA","","Superior-east","56.0","293.0","1780","1930","1855 ± 74, 1873 ± 53","d","GPMDB 4.6","1855","24","73","R","100","285.3","-8.5","20.1","3.1","46","36.7","4.3","94.3","4.9","187.9","10.1","20.2","14.3","0","0","1","0","0","0","1","Seguin, M.K.","Paleomagnetism of meta-igneous rocks from the Labrador Trough","J. Geomag. Geoelectr.","1976","28","413-425","","0",""
