"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","LMA","HMA","Isoage","Met","Age references","Age","B","N","P","R%","D","I","alfa95","k","s","S","lambda","Theta","Plat","Plon","dp","dm","A95","1","2","3","4","5","6","AV","Authors","Title","Journal","Year","Vol","Pages","Comments","Recalculation","DOI"
"10905","i","Dharwar Mysore (Hiriyar) dykes","IN","","India-Dharwar","14.0","76.6","1800","1882","1841 ± 71","a","Murthy et al. (1987)","1841","1","11*","N","0","11.0","44.0","13.0","15.0","20.9","21.8","25.8","64.2","74.3","116.2","10.2","16.3","12.9","0","0","0","0","1","0","1","Singh, J., Bhalla, M.S.","Preliminary studies on igneous rocks of U.P., Andhra Pradesh and Mysore","Current Sci.","1972","41","92-94","Hargraves and Bhalla (1983) cast doubt on results.","0",""
"10386","i","Cuddapah traps, Kollapur","IN","","India-Dharwar","16.0","78.0","1800","1882","1841 ± 71","d","Murthy et al. (1987)","1841","1","12*","N","0","15.0","37.0","10.0","16.0","20.3","19.4","20.6","69.4","75.0","147.7","6.9","11.7","9","0","0","0","0","1","0","1","Singh, J., Bhalla, M.S.","Preliminary studies on igneous rocks of U.P., Andhra Pradesh and Mysore","Current Sci.","1972","41","92-94","","0",""
"10976","i","Shumikhinskii complex granites","RU","","Siberia - Sharyzhalgai inlier","52.2","103.2","1829","1860","1844 ± 1, 1844 ± 15, 1855 ± 5","g, c","Shcherbakova et al. (2006), Larin and Salnikova (2003)","1844","?","60*","M","?","353.0","-26.0","5.9","9.4","26.4","23","13.7","103.7","-23.9","110.0","3.4","6.4","4.7","1","1","1","0","1","1","5","Shcherbakova, V.V., Shcherbakov, V.P., Didenko, A.N., Vinogradov, Yu.K.","Determination of the Paleointensity in the Early Proterozoic from Granitoids of the Shumikhinskii Complex of the Siberian Craton","Izvestiya, Phys. Solid Earth","2006","42","521-529","This study partly overlaps that of Didenko et al. (2003)","0","https://doi.org/10.1134/S1069351306060097"
"10672","i","Toisuk & Orlenok granites -R","RU","","Siberia - Sharyzhalgai inlier","52.1","103.8","1829","1860","1844 ± 1, 1844 ± 15, 1855 ± 5","c, g","Shcherbakova et al. (2006), Larin and Salnikova (2003)","1844","2","32*","R","100","169.9","33.8","6.8","15.1","20.8","19.4","18.5","71.5","-18.8","113.7","4.4","7.8","5.9","1","0","0","0","1","1","3","Didenko, A.N., Vodovozov, V.Yu., Kozakov, I.K., Bibikova, E.V.","Paleomagnetic and Geochronological Study of Post-Collisional Early Proterozoic Granitoids in the Southern Siberian Platform: Methodological and Geodynamic Aspects","Izvestiya, Phys. Solid Earth","2005","41","156-172","Replaces Didenko et al. (2003) Dokl. Earth Sci. 390, 510-515.","0",""
"10395","s","Toisuk & Orlenok granites -C","RU","","Siberia - Sharyzhalgai inlier","52.1","103.6","1829","1860","1844 ± 1, 1844 ± 15, 1855 ± 5","a, g","Shcherbakova et al. (2006), Larin and Salnikova (2003)","1844","5","69","C","50","173.0","26.0","5.9","9.4","26.4","23","13.7","76.3","-23.9","110.0","3.4","6.4","4.7","1","0","1","0","1","1","4","Didenko, A.N., Vodovozov, V.Yu., Kozakov, I.K., Bibikova, E.V.","Paleomagnetic and Geochronological Study of Post-Collisional Early Proterozoic Granitoids in the Southern Siberian Platform: Methodological and Geodynamic Aspects","Izvestiya, Phys. Solid Earth","2005","41","156-172","Replaces Didenko et al. (2003) Dokl. Earth Sci. 390, 510-515.","0",""
"9224","i","Toisuk-Orlenok (Shumishinsk) granitoids","RU","","Siberia - Sharyzhalgai inlier","52.1","103.8","1829","1860","1844 ± 1, 1844 ± 15, 1855 ± 5","c, g","Shcherbakova et al. (2006), Larin and Salnikova (2003)","1844","2","92*","M","?","177.4","24.6","6.6","8.9","27.2","23.4","12.9","77.1","-24.9","106.6","3.8","7.1","5.2","1","0","1","0","0","1","3","Didenko, A.N., Kozakov, I.K., Bibikova, E.V., Vodovozov, V.Yu., Khil'tova, V.J., Reznitsky, L.Z., Ivanov, A.V. ","Palaeomagnetism of the Lower Proterozoic granitoids of the Sharyzhalgai block of the basement of the Siberian craton and its geodynamic applications","Doklady RAN","2003","390","368-373","See also Shcherbakova et al. (2006).","0",""
"10671","i","Toisuk & Orlenok granites -N","RU","","Siberia - Sharyzhalgai inlier","52.1","103.8","1829","1860","1844 ± 1, 1844 ± 15, 1855 ± 5","c, g","Shcherbakova et al. (2006), Larin and Salnikova (2003)","1844","3","37*","N","0","359.2","-20.0","9.0","7.9","28.8","24.1","10.3","100.3","-27.6","104.5","4.9","9.4","6.8","1","0","0","0","1","1","3","Didenko, A.N., Vodovozov, V.Yu., Kozakov, I.K., Bibikova, E.V.","Paleomagnetic and Geochronological Study of Post-Collisional Early Proterozoic Granitoids in the Southern Siberian Platform: Methodological and Geodynamic Aspects","Izvestiya, Phys. Solid Earth","2005","41","156-172","Replaces Didenko et al. (2003) Dokl. Earth Sci. 390, 510-515.","0",""
"8366","i","Hanson Lake pluton","CA","","Transhudson","54.7","257.2","1842","1846","1844 ± 2","g","GPMDB 4.6","1844","16","80","M","12","158.6","80.0","5.3","49.0","11.6","21.7","70.6","19.4","36.2","265.5","9.7","10.2","9.9","1","1","1","0","0","1","4","Gala, M.G., Symons, D.T.A., Palmer, H.C.","Paleomagnetism and geotectonic implications of the Hanson Lake Pluton, Hanson Lake Block, Trans-Hudson Orogen","Saskatchewan Geol. Surv. Misc. Rpt., 94-4","1994","","116-122","","0",""
"8362","i","Wekach Lake gabbro","CA","B","Transhudson","54.7","258.0","1846","1852","1849 ± 3","g","GPMDB 4.6","1849","5","25","N","0","183.7","55.5","8.0","93.0","8.4","10.4","36","54","0.8","255.0","8.1","11.4","9.6","1","1","1","1","0","0","4","Symons, D.T.A.","Paleomagnetism of the 1851 Ma Reynard Lake Pluton, Flin Flon Domain, Trans-Hudson Orogen: geotectonic implications","Saskatchewan Geol. Surv. Misc. Rpt., 95-4","1995","","137-144","","0",""
"5882","i","Sudbury irruptive, norite","CA","4","Laurentia-Superior","46.6","278.7","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","5","11","N","0","304.4","70.6","","","","","54.8","35.2","54.8","223.1","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"10175","i","Skellefte group volcanics","SE","11a","Baltica-Rest","65.3","19.5","1800","1900","","a","APWP","1850","1","3*","N","0","356.0","14.0","9.9","67.0","9.9","8","7.1","82.9","32.0","204.0","5.0","10.0","7.1","0","0","1","0","1","0","2","Elming, S.-A.","Palaeomagnetism of Precambrian Rocks in Northern Sweden and its correlation to radiometric data","Prec. Res.","1994","69","61-79","","0","https://doi.org/10.1016/0301-9268(94)90079-5"
"13348","i","Sudbury mineralization","CA","SIC, 4*","Laurentia-Superior","47.1","279.3","1800","1900","","a","APWP","1850","10","?","N","0","323.0","31.0","5.0","85.0","8.8","8","16.7","73.3","47.0","157.0","3.1","5.6","4.2","0","1","1","0","0","0","2","Morris, W.A.","Paleomagnetic Constraints on the Magmatic, Tectonic, and Metamorphic Evolution of the Sudbury Basin Region","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427","Tilt corrected. The area is very complex both structurally and tectonically.","0",""
"10915","i","Traverse through Sudbury breccia","CA","B (SB+TM)","Laurentia-Superior","46.8","278.4","1750","1950","1850 ± 1","a, g","Krogh et al. (1984)","1850","9","55","N","0","145.9","87.7","10.0","21.8","17.3","34.6","85.4","4.6","42.9","281.9","19.9","20.0","19.9","0","0","1","0","1","0","2","Halls, H.C.","A 100 km-long paleomagnetic traverse radial to the Sudbury Structure, Canada and its bearing on Proterozoic deformation and metamorphism of the surrounding basement","Tectonophys.","2009","474","493-506","Pole and its statistics calculated from published direction, and mean location from Table 1.","1","https://doi.org/10.1016/j.tecto.2009.04.026"
"5887","i","Sudbury irruptive, norite","CA","9","Laurentia-Superior","46.6","280.1","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","3","7","N","0","188.2","38.4","","","","","21.6","68.4","-21.4","271.9","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"1271","s","Kinojevis group","CA","AB","Superior-east","48.4","279.5","1800","1900","","a","APWP","1850","?","11","N","0","298.0","77.0","9.0","30.0","14.8","26.6","65.2","24.8","54.0","241.0","15.6","16.8","16.2","0","1","0","0","1","0","2","Schutts, D.L., Dunlop, D.J.","Proterozoic magnetic overprinting of Archaean rocks in the Canadian Superior Province","Nature","1981","291","642-645","Overprint from Abitibi dykes.","0","https://doi.org/10.1038/291642a0"
"11284","i","Sudbury irruptive, micropegmatite","CA","8","Laurentia-Superior","46.7","280.2","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","1","2","N","0","318.8","81.4","","","","","73.2","16.8","57.8","259.2","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"10394","s","Toisuk River granites","RU","R","Siberia - Sharyzhalgai inlier","52.2","103.3","1735","1855","1844 ± 15","a, g","Didenko et al. (2005)","1850","3","42","R","100","163.9","26.0","8.0","8.6","27.6","24","13.7","76.3","-22.6","120.2","4.7","8.6","6.4","0","0","1","0","1","1","3","Didenko, A.N., Vodovozov, V.Yu., Kozakov, I.K., Bibikova, E.V.","Paleomagnetic and Geochronological Study of Post-Collisional Early Proterozoic Granitoids in the Southern Siberian Platform: Methodological and Geodynamic Aspects","Izvestiya, Phys. Solid Earth","2005","41","156-172","","0",""
"940","i","Tamil Nadu dykes","IN","grp. A","India-Dharwar","12.1","79.8","1600","2100","","m, corr.","GPMDB 4.6","1850","2","26","N","0","86.0","-35.0","","","","","19.3","109.3","1.0","9.0","","","","0","1","1","0","1","0","3","Venkatesh, A.S., Rao, G.S.V.P., Rao, N.T.V.P., Bhalla, M.S.","Palaeomagnetic and geochemical studies on dolerite dykes from Tamil Nadu, India","Prec. Res.","1987","34","291-310","","0","https://doi.org/10.1016/0301-9268(87)90005-2"
"3612","i","Sudbury irruptive","CA","N. Range","Laurentia-Superior","46.6","278.6","1849","1850","1200-1800","e/f, d","Krogh et al. (1984)","1850","?","14","N","0","320.0","70.0","5.0","20.0","18.1","29.1","53.9","36.1","64.0","219.0","8.0","9.0","8.5","1","0","0","0","0","0","1","Hood, P.J.","Paleomagnetic study of the Sudbury Basin","J. Geophys. Res.","1961","66","1235-1241","Age information from pers. comm. with D.W. Davis.","0","https://doi.org/10.1029/JZ066i004p01235"
"11119","m","Gabon amphibolites, sites S4, S9, S16","GA","","Congo","-0.5","12.0","2600","3000","","a","APWP","1850","3","5","M","67","127.5","-58.2","20.0","38.9","13","16.9","38.9","128.9","27.9","327.7","21.9","29.6","25.5","0","0","1","0","1","1","3","D'Agrella-Filho, M.S., Feybesse, J.L., Prian, J.P., Dupuis, D., N'Doug, J.E.","Palaeomagnetism of Precambrian rocks from Gabon, Congo craton, Africa","J. Afr. Earth Sci.","1996","22","65-80","Sites S5, S9 and S16 taken into account. This is not well defined but can be an Uaua-type direction in Brazil - now dated 2.62 Ga - or late Edurnean metamorphic age (~1850 Ma).","1","https://doi.org/10.1016/0899-5362(95)00123-9"
"5518","i","Central Karelia sandstones and dykes","RU","2","Karelia","63.5","33.5","1800","1900","1986-2420","a, d","APWP, GPMDB 4.6","1850","","28","N","0","331.0","60.0","5.0","33.0","14.1","18.9","40.9","49.1","62.0","264.0","5.7","7.6","6.6","0","1","0","0","1","0","2","Ignatyeva, T.S.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","","0",""
"74122","i","Voche-Lambina doleritic dyke, B2 -R","RU","B2","Kola","67.7","32.5","1776","1924","","a","APWP","1850","2","5*","R","100","150.6","-26.5","10.2","37.3","13.3","11.6","14","104","33.0","247.1","6.0","11.1","8.2","0","0","1","0","1","1","3","Fedotova, M.A., Khramov, A.N., Pisakin, B.N., Priyatkin, A.A.","Early Proterozoic palaeomagnetism: new results from the intrusives and related rocks of the Karelian, Bolomorian and Kola provinces, eastern Fennoscandian Shield","Geophys. J. Int.","1999","137","691-712","Svecofennian-type magnetization, thus overprint.","0","https://doi.org/10.1046/j.1365-246x.1999.00817.x"
"2267","i","Nipissing diabase","CA","C","Superior-east","47.4","280.3","1800","1900","","a","APWP","1850","18","110","N","0","259.0","82.0","5.4","42.0","12.5","24","74.3","15.7","42.0","258.0","11.0","11.0","11","0","1","1","1","1","0","4","Roy, J.L., Lapointe, P.L.","The paleomagnetism of Huronian red beds and Nipissing diabase; post-Huronian igneous events and apparent polar wander path for the interval -2300 to -1500 for Laurentia","Can. J. Earth Sci.","1976","13","749-773","","0","https://doi.org/10.1139/e76-079"
"5880","i","Sudbury irruptive, norite","CA","2","Laurentia-Superior","46.6","278.6","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","24","86","N","0","294.3","64.9","","","","","46.9","43.1","46.3","214.1","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"5753","i","Åva amphibolites","FI","","Baltica-Rest","60.4","21.1","1500","1700","","s","APWP","1850","1","2","R","100","175.0","-10.0","","","","","5","95","34.5","207.1","","","","0","0","0","0","1","0","1","Johnson, P.W.","A palaeomagnetic study of Precambrian rocks from SW Finland","MSc thesis, University of Newcastle-upon-Tyne","1979","","43pp.","","0",""
"1664","s","Gowganda formation","CA","postfld.","Superior-east","46.8","279.7","1800","1900","","a","APWP","1850","8","35","N","0","327.0","78.0","10.0","32.0","14.3","26.2","67","23","63.0","251.0","18.0","19.0","18.5","0","1","1","1","1","0","4","Stupavsky, M., Symons, D.T.A.","Extent of Grenvillian remanence components in rocks of the Southern Province","Can. J. Earth Sci.","1982","19","698-708","Magnetization post-folding but pre- Nipissing diabase (2165 Ma).","0","https://doi.org/10.1139/e82-059"
"2147","s","Gowganda and Chibougamau formation","CA","B","Superior-east","48.0","281.0","1800","1900","2288 ± 87","a, e/f","APWP, Morris (1977)","1850","23","174","N","0","336.0","68.0","3.9","13.7","21.9","33.9","51.1","38.9","74.0","209.0","5.5","6.5","6","0","1","0","0","1","0","2","Morris, W.A.","Paleomagnetism of the Gowganda and Chibougamau Formations: evidence for 2,200-m.y.-old folding and remagnetization event of the southern province","Geology","1977","5","137-140","","0","https://doi.org/10.1130/0091-7613(1977)​5<137:POTGAC>​2.0.CO;2"
"11285","i","Sudbury irruptive, micropegmatite","CA","9","Laurentia-Superior","46.6","280.1","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","1","2","N","0","106.7","75.0","","","","","61.8","28.2","33.2","312.8","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","",""
"8297","i","Konchozero sill and baked rocks","RU","II","Karelia","62.1","34.0","1800","1900","1974 ± 27","a, h","APWP, Puchtel et al. (1995)","1850","20","25","N","0","347.6","40.5","5.2","40.9","12.7","12.7","23.1","66.9","50.1","231.9","3.8","6.3","4.9","0","0","1","0","1","0","2","Pisarevsky, S.A., Sokolov, S.J.","Palaeomagnetism of the Palaeoproterozoic ultramafic intrusion near Lake Konchozero, Southern Karelia, Russia","Prec. Res.","1999","93","201-213","Overprint.","0","https://doi.org/10.1016/S0301-9268(98)00089-8"
"10913","i","Traverse through Sudbury breccia","CA","A (SB + baked TM)","Laurentia-Superior","46.7","278.5","1840","1860","1850 ± 1","g","Krogh et al. (1984)","1850","12","84","N","0","285.3","60.0","5.2","60.4","10.4","14","40.9","49.1","37.8","211.1","5.9","7.9","6.8","1","1","1","1","1","0","5","Halls, H.C.","A 100 km-long paleomagnetic traverse radial to the Sudbury Structure, Canada and its bearing on Proterozoic deformation and metamorphism of the surrounding basement","Tectonophys.","2009","474","493-506","Pole and its statistics calculated from published direction, and mean location from Table 1. SB means Sudbury breccia and TM means baked or shocked Matachewan dyke sites. AV4=0 since TM sites pass the impact test. Age is on SB breccia.","1","https://doi.org/10.1016/j.tecto.2009.04.026"
"5885","i","Sudbury irruptive, norite","CA","7","Laurentia-Superior","46.7","280.2","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","19","55","N","0","62.0","46.0","","","","","27.4","62.6","38.4","9.3","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"11279","i","Sudbury irruptive, micropegmatite","CA","1","Laurentia-Superior","46.5","278.5","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","2","4","N","0","247.1","40.8","","","","","23.3","66.7","2.4","220.7","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"8246","s","Firstbrook member, Gowganda formation","CA","A","Superior-east","47.3","280.2","1800","1900","","a","APWP","1850","8","50","N","0","334.1","63.0","4.4","47.8","11.7","16.6","44.5","45.5","71.8","190.7","5.4","6.9","6.1","0","1","1","0","1","0","3","Williams, G.E., Schmidt, P.W.","Paleomagnetism of the Paleoproterozoic Gowganda and Lorrain formations, Ontario: low paleolatitude for Huronian glaciation","Earth Plan. Sci. Lett.","1997","153","157-169","Age of component not known","0","https://doi.org/10.1016/S0012-821X(97)00181-7"
"8369","i","Davin Lake granodiorite","CA","","Transhudson","56.9","256.4","1840","1860","1801 ± 25, 1867 ± 8","g, e/f","GPMDB 4.6","1850","21","90","M","20","111.1","86.7","4.7","47.2","11.8","23.4","83.4","6.6","54.0","266.8","9.3","9.4","9.3","1","1","1","0","0","1","4","Symons, D.T.A., Radigan, S.P., Lewchuk, M.T.","Paleomagnetism of the Davin Lake Granitoids, Rottenstone Domain, Trans-Hudson Orogen (part of NTS 64D-12 and -13)","Saskatchewan Geol. Surv. Misc. Rpt., 96-4","1996","","111-118","Rb-Sr 1801 ± 25 Ma, U-Pb 1867 ± 8 Ma (inherited?). 1850 Ma suggested.","0",""
"10412","i","Nordingrå Örnsköldsvik dykes -R","SE","","Baltica-Rest","62.9","18.2","1800","1900","1850 ± 130","a, e","Fridh (1979)","1850","12","12","R","100","167.7","-58.8","8.2","29.0","15","19.7","39.5","129.5","65.0","221.9","9.1","12.2","10.5","0","0","0","0","1","1","2","Fridh, B.","Paleomagnetisk undersökning av diabasgångar i Västernorrlands län","MSc thesis, Chalmers Tech. Univ. - Gothenburg Univ., Sweden","1979","B 129","61pp.","Recalculation, differs from GPMDB result 5761, location corrected.","0",""
"7412","i","Voche-Lambina doleritic dyke, B2 -C","RU","B2","Kola","67.7","32.5","1776","1924","","a","APWP","1850","7","20","C","29","335.5","33.9","7.7","16.4","20","18.6","18.6","71.4","38.5","242.6","5.0","8.8","6.6","0","0","1","0","1","1","3","Fedotova, M.A., Khramov, A.N., Pisakin, B.N., Priyatkin, A.A.","Early Proterozoic palaeomagnetism: new results from the intrusives and related rocks of the Karelian, Bolomorian and Kola provinces, eastern Fennoscandian Shield","Geophys. J. Int.","1999","137","691-712","Svecofennian-type magnetization, thus overprint.","0","https://doi.org/10.1046/j.1365-246x.1999.00817.x"
"8481","s","Lorrain formation","CA","B","Superior-east","47.4","280.5","1800","1900","","s","GPMDB 4.6","1850","3","61","N","0","52.1","70.3","2.8","34.1","13.9","22.4","54.4","35.6","57.1","338.3","4.1","4.8","4.4","0","1","1","0","1","0","3","Schmidt, P.W., Williams, G.E.","Paleomagnetism of the Paleoproterozoic hematitic breccia and paleosol at Ville-Marie, Quebec: further evidence for the low paleolatitude of Huronian glaciation","Earth Plan. Sci. Lett.","1999","172","273-285","","0","https://doi.org/10.1016/S0012-821X(99)00201-0"
"3577","i","Sudbury irruptive","CA","N. Range","Laurentia-Superior","46.5","278.9","1849","1850","1200-1800","e/f, d","Krogh et al. (1984)","1850","30","68","N","0","310.0","73.0","5.0","13.0","22.5","38","58.6","31.4","58.0","230.0","8.0","9.0","8.5","1","1","0","0","0","0","2","Sopher, S.R.","Palaeomagnetic study of the Sudbury Eruptive","Geol. Surv. Can. Bull.","1963","90","34pp.","Age information from pers. comm. with D.W. Davis.","0",""
"5521","i","Karelia sediments and dykes","RU","C","Karelia","64.0","34.0","1800","1900","1986-2420","a, d","APWP, GPMDB 4.6","1850","38","73","N","0","345.0","53.0","12.0","60.0","10.5","12.5","33.6","56.4","58.0","238.0","11.5","16.6","13.8","0","1","0","0","1","0","2","Ignatyeva, T.S.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","","0",""
"13343","i","Sudbury norite intrusion","CA","1*","Laurentia-Superior","46.7","279.0","1845","1855","1850 ± 1","g","Krogh et al. (1984)","1850","8","?","N","0","268.0","82.0","6.0","95.0","8.3","15.9","74.3","15.7","44.0","257.0","11.3","11.7","11.5","1","1","1","0","0","0","3","Morris, W.A.","Paleomagnetic Constraints on the Magmatic, Tectonic, and Metamorphic Evolution of the Sudbury Basin Region","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427","Tilt corrected. The area is very complex both structurally and tectonically.","0",""
"1740","i","Fort Frances dykes","CA","S1","Superior-west","49.0","266.0","1800","1900","","a","APWP","1850","20","42","N","0","285.4","81.2","4.8","47.0","11.8","22.5","72.8","17.2","51.0","239.4","16.0","17.0","16.5","0","1","1","0","1","0","3","Halls, H.C.","Paleomagnetism, structure, and longitudinal correlation of Middle Precambrian dykes from northwestern Ontario and Minnesota","Can. J. Earth Sci.","1986","23","142-157","Secondary component but considered very close to primary age","0","https://doi.org/10.1139/e86-018"
"5883","i","Sudbury irruptive, micropegmatite","CA","5","Laurentia-Superior","46.6","278.7","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","5","10","N","0","301.4","78.5","","","","","67.9","22.1","53.9","245.6","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"7405","i","Kolvitsa peridotites and schists","RU","HT","Kola/Belo","67.2","32.6","1800","1900","","a","APWP","1850","3","9","N","0","345.0","39.2","5.8","63.9","10.1","10","22.2","67.8","44.2","232.6","5.4","5.4","5.4","0","0","1","0","0","0","1","Fedotova, M.A., Khramov, A.N., Pisakin, B.N., Priyatkin, A.A.","Early Proterozoic palaeomagnetism: new results from the intrusives and related rocks of the Karelian, Bolomorian and Kola provinces, eastern Fennoscandian Shield","Geophys. J. Int.","1999","137","691-712","Since in Belomoridian belt, AV5=0.","0","https://doi.org/10.1046/j.1365-246x.1999.00817.x"
"5888","i","Sudbury irruptive","CA","S8","Laurentia-Superior","46.5","279.0","1849","1850","1200-1800","d, e/f","Krogh et al. (1984)","1850","25","74","N","0","170.9","64.0","","","","","45.7","44.3","2.6","285.3","","","","1","0","0","0","0","0","1","Larochelle, A.","Preliminary results of a study of the paleomagnetism of the Sudbury Irruptive","Geol. Surv. Can. Paper","1969","69-19","1-23","Sampling in 11 sectors clockwise around irruptive. Age information from pers. comm. with D.W. Davis.","0",""
"1677","i","Dollyberry Lake basalts","CA","A","Superior-east","46.1","277.3","1800","1900","2215 ± 185","a, e/f","Stupavsky and Symons (1983)","1850","31","181","N","0","316.0","63.0","7.0","16.0","20.3","28.6","44.5","45.5","59.0","200.0","8.6","11.0","9.7","0","1","1","0","1","0","3","Stupavsky, M., Symons, D.T.A.","Penokean remagnetization of the basal Huronian Dollyberry Lake basalts near Elliot Lake, Ontario","Can. J. Earth Sci.","1983","20","49-56","Magnetization from Penokean Orogeny.","0","https://doi.org/10.1139/e83-005"
"2422","s","Sokoman iron formation","CA","postfld.","Superior-east","55.1","293.0","1800","1900","","a","APWP","1850","?","42","N","0","228.0","59.0","15.0","53.2","11.1","14.6","39.8","50.2","13.0","257.0","16.7","22.4","19.3","0","1","1","0","1","0","3","Seguin, M.K.","Are Precambrian iron formations suitable for paleomagnetic studies?","Ann. Geophys.","1976","32","327-334","Postfolding component. Pole recalculated.","1",""
"10176","i","Skellefte group volcanics","SE","10","Baltica-Rest","65.3","19.5","1800","1900","","a","APWP","1850","1","5*","N","0","4.0","12.0","8.4","56.0","10.8","8.7","6.1","83.9","31.0","195.0","4.0","9.0","6","0","0","1","0","1","0","2","Elming, S.-A.","Palaeomagnetism of Precambrian Rocks in Northern Sweden and its correlation to radiometric data","Prec. Res.","1994","69","61-79","","0","https://doi.org/10.1016/0301-9268(94)90079-5"
"8249","s","Coleman member, Gowganda formation","CA","B","Superior-east","47.0","279.0","1800","1900","","a","APWP","1850","7","28","N","0","271.9","69.6","8.5","13.0","22.5","35.8","53.4","36.6","36.5","229.5","12.4","14.5","13.4","0","1","1","1","1","0","4","Williams, G.E., Schmidt, P.W.","Paleomagnetism of the Paleoproterozoic Gowganda and Lorrain formations, Ontario: low paleolatitude for Huronian glaciation","Earth Plan. Sci. Lett.","1997","153","157-169","Age similar to Biscotasing dykes","0","https://doi.org/10.1016/S0012-821X(97)00181-7"
"10410","i","Nordingrå Örnsköldsvik dykes -C","SE","","Baltica-Rest","62.9","18.2","1800","1900","1850 ± 130","a, e","APWP, Fridh (1979)","1850","16","16","C","75","167.3","-59.9","6.7","30.0","14.8","19.8","40.8","130.8","67.0","223.0","7.7","10.2","8.9","0","0","0","0","1","1","2","Fridh, B.","Paleomagnetisk undersökning av diabasgångar i Västernorrlands län","MSc thesis, Chalmers Tech. Univ. - Gothenburg Univ., Sweden","1979","B 129","61pp.","Recalculation, originally reported location pointed to the sea.","0",""
"941","i","Tamil Nadu dykes","IN","grp. B","India-Dharwar","11.6","78.5","1600","2100","","m, corr.","GPMDB 4.6","1850","3","24*","N","0","33.0","-48.0","18.0","21.0","17.7","19.5","29","119","38.0","220.0","15.0","23.0","18.6","0","0","1","0","1","0","2","Venkatesh, A.S., Rao, G.S.V.P., Rao, N.T.V.P., Bhalla, M.S.","Palaeomagnetic and geochemical studies on dolerite dykes from Tamil Nadu, India","Prec. Res.","1987","34","291-310","Direction resembles site P of Damodara Reddy and Prasad (1979)","0","https://doi.org/10.1016/0301-9268(87)90005-2"
"3613","i","Sudbury irruptive","CA","S. Range","Laurentia-Superior","46.5","279.0","1849","1850","1200-1800","e/f, d","Krogh et al. (1984)","1850","?","33","N","0","183.0","68.0","2.0","49.0","11.6","17.9","51.1","38.9","8.0","278.0","2.0","3.0","2.4","1","1","0","0","0","0","2","Hood, P.J.","Paleomagnetic study of the Sudbury Basin","J. Geophys. Res.","1961","66","1235-1241","Age information from pers. comm. with D.W. Davis.","0","https://doi.org/10.1029/JZ066i004p01235"
